HGNC:5	['A1BG']	['alpha-1-B glycoprotein']
HGNC:42394	['SPRY4-IT1', 'SPRIGHTLY']	['SPRY4 intronic transcript 1', 'SPRY4 intronic transcript 1 (non-protein coding)']
HGNC:27468	['SPRYD4', 'DKFZp686N0877']	['SPRY domain containing 4']
HGNC:52300	['SPRYD7P1']	['SPRY domain containing 7 pseudogene 1']
HGNC:29522	['SPSB2', 'GRCC9', 'SSB-2']	['splA/ryanodine receptor domain and SOCS box containing 2']
HGNC:30630	['SPSB4', 'SSB-4']	['splA/ryanodine receptor domain and SOCS box containing 4']
HGNC:11273	['SPTAN1']	['spectrin alpha, non-erythrocytic 1', 'alpha-fodrin']
HGNC:11275	['SPTBN1']	['spectrin beta, non-erythrocytic 1']
HGNC:14896	['SPTBN4', 'SPTBN3', 'KIAA1642']	['spectrin beta, non-erythrocytic 4']
HGNC:11277	['SPTLC1', 'LCB1', 'SPTI', 'HSAN1', 'hLCB1', 'HSN1']	['serine palmitoyltransferase long chain base subunit 1', 'hereditary sensory neuropathy, type 1']
HGNC:39669	['SPTLC1P2']	['serine palmitoyltransferase long chain base subunit 1 pseudogene 2']
HGNC:39671	['SPTLC1P4']	['serine palmitoyltransferase long chain base subunit 1 pseudogene 4']
HGNC:11278	['SPTLC2', 'KIAA0526', 'LCB2', 'LCB2A', 'hLCB2a']	['serine palmitoyltransferase long chain base subunit 2']
HGNC:20361	['SPTSSA', 'ssSPTa', 'C14orf147']	['serine palmitoyltransferase small subunit A', 'small subunit of serine palmitoyltransferase A', 'chromosome 14 open reading frame 147', 'serine palmitoyltransferase, small subunit A']
HGNC:26818	['SPTY2D1', 'FLJ39441', 'DKFZp686I068', 'Spt2']	['SPT2 chromatin protein domain containing 1', 'SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)']
HGNC:28139	['SPX', 'MGC10946', 'NPQ', 'spexin', 'C12orf39']	['spexin hormone', 'neuropeptide Q', 'chromosome 12 open reading frame 39']
HGNC:11279	['SQLE']	['squalene epoxidase', 'squalene monooxygenase']
HGNC:11280	['SQSTM1', 'p62', 'p60', 'p62B', 'A170', 'PDB3', 'OSIL']	['sequestosome 1', 'Paget disease of bone 3', 'oxidative stress induced like']
HGNC:11281	['SRA1', 'SRA', 'STRAA1']	['steroid receptor RNA activator 1', 'steriod receptor RNA activator 1']
HGNC:11283	['SRC', 'ASV', 'c-src', 'SRC1']	['SRC proto-oncogene, non-receptor tyrosine kinase', 'v-src avian sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog']
HGNC:29506	['SRCIN1', 'SNIP', 'p140Cap', 'KIAA1684']	['SRC kinase signaling inhibitor 1', 'p130Cas-associated protein', 'SNAP-25-interacting protein']
HGNC:11286	['SRD5A1P1', 'SRD5AP1']	['steroid 5 alpha-reductase 1 pseudogene 1', 'steroid-5-alpha-reductase, alpha polypeptide pseudogene 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha pseudogene)', 'steroid-5-alpha-reductase, alpha polypeptide 1 pseudogene 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha pseudogene)', 'steroid 5 alpha-reductase A1 pseudogene 1']
HGNC:25812	['SRD5A3', 'FLJ13352', 'SRD5A2L', 'SRD5A2L1']	['steroid 5 alpha-reductase 3']
HGNC:49243	['SRD5A3P1']	['steroid 5 alpha-reductase 3 pseudogene 1']
HGNC:11290	['SREBF2', 'SREBP2', 'bHLHd2']	['sterol regulatory element binding transcription factor 2']
HGNC:26716	['SREK1IP1', 'FLJ36754', 'P18SRP', 'SFRS12IP1']	['SREK1 interacting protein 1', 'p18 splicing regulatory protein', 'SFRS12-interacting protein 1', 'SREK1-interacting protein 1']
HGNC:26333	['SRFBP1', 'FLJ25286', 'p49', 'STRAP', 'BUD22', 'Rlb1']	['serum response factor binding protein 1', 'BUD22 homolog (S. cerevisiae)']
HGNC:19751	['SRGAP2', 'KIAA0456', 'ARHGAP34', 'SRGAP2A', 'FNBP2']	['SLIT-ROBO Rho GTPase activating protein 2', 'formin binding protein 2']
HGNC:41454	['SRGAP2-IT1']	['entry withdrawn']
HGNC:30584	['SRGAP2C', 'SRGAP2P1']	['SLIT-ROBO Rho GTPase activating protein 2C', 'SLIT-ROBO Rho GTPase activating protein 2 pseudogene 1']
HGNC:19744	['SRGAP3', 'KIAA0411', 'MEGAP', 'WRP', 'ARHGAP14', 'SRGAP2']	['SLIT-ROBO Rho GTPase activating protein 3', 'SLIT-ROBO Rho GTPase activating protein 2']
HGNC:40899	['SRGAP3-AS2']	['SRGAP3 antisense RNA 2', 'SRGAP3 antisense RNA 2 (non-protein coding)']
HGNC:42434	['SRGAP3-AS4']	['SRGAP3 antisense RNA 4', 'SRGAP3 antisense RNA 4 (non-protein coding)']
HGNC:49107	['SRGNP1']	['serglycin pseudogene 1']
HGNC:11293	['SRIP1', 'SRIL']	['sorcin pseudogene 1', 'sorcin-like']
HGNC:38735	['SRIP3']	['sorcin pseudogene 3']
HGNC:11296	['SRM', 'SPS1', 'SRML1']	['spermidine synthase']
HGNC:16552	['SRMP1', 'dJ1057D4.1']	['spermidine synthase pseudogene 1']
HGNC:11298	['SRMS', 'SRM', 'dJ697K14.1', 'PTK70', 'C20orf148']	['src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites', 'chromosome 20 open reading frame 148']
HGNC:23402	['SRP9P1', 'SRP9L1']	['signal recognition particle 9 pseudogene 1', 'signal recognition particle 9-like 1']
HGNC:48619	['SRP14-AS1']	['SRP14 antisense RNA1 (head to head)']
HGNC:11300	['SRP19']	['signal recognition particle 19', 'signal recognition particle 19kDa']
HGNC:50643	['SRP54-AS1']	['SRP54 antisense RNA 1 (head to head)']
HGNC:30427	['SRP68P1', 'SRPSMCR']	['signal recognition particle 68 pseudogene 1', 'signal recognition particle, Smith Magenis syndrome chromosome region', 'signal recognition particle 68kDa pseudogene 1']
HGNC:30428	['SRP68P3', 'SRPSMCR']	['signal recognition particle 68 pseudogene 3', 'signal recognition particle 68kDa pseudogene 3']
HGNC:31095	['SRP72P1']	['signal recognition particle 72 pseudogene 1', 'signal recognition particle 72kDa pseudogene 1']
HGNC:11305	['SRPK1', 'SFRSK1']	['SRSF protein kinase 1', 'SR protein kinase 1', 'serine/arginine-rich splicing factor kinase 1', 'SFRS protein kinase 1']
HGNC:30303	['SRPK2P', 'SRPK2ps']	['SRSF protein kinase 2 pseudogene', 'SFRS protein kinase 2 pseudogene']
HGNC:11307	['SRPRA', 'SRP-alpha', 'Sralpha', 'SR-alpha', 'SRPR']	['SRP receptor alpha subunit', 'signal recognition particle receptor (docking protein)']
HGNC:11309	['SRPX', 'ETX1']	['sushi repeat containing protein, X-linked', 'sushi-repeat-containing protein, X chromosome', 'sushi-repeat-containing protein, X-linked']
HGNC:14398	['SRR', 'ILV1', 'ISO1']	['serine racemase']
HGNC:16638	['SRRM1', 'SRM160', 'POP101', 'MGC39488']	['serine and arginine repetitive matrix 1', 'Ser/Arg-related nuclear matrix protein', 'plenty of prolines 101-like', 'serine/arginine repetitive matrix 1']
HGNC:38163	['SRRM1P2']	['serine/arginine repetitive matrix 1 pseudogene 2']
HGNC:16639	['SRRM2', 'SRm300', 'SRL300', 'KIAA0324', 'Cwc21']	['serine/arginine repetitive matrix 2']
HGNC:26729	['SRRM3', 'FLJ37078']	['serine/arginine repetitive matrix 3']
HGNC:37248	['SRRM5']	['serine/arginine repetitive matrix 5']
HGNC:10780	['SRSF1', 'ASF', 'SF2', 'SRp30a', 'SF2p33', 'MGC5228', 'SFRS1']	['serine and arginine rich splicing factor 1', 'splicing factor 2', 'pre-mRNA-splicing factor SF2, P33 subunit', 'alternate splicing factor', 'SR splicing factor 1', 'splicing factor, arginine/serine-rich 1', 'serine/arginine-rich splicing factor 1']
HGNC:10783	['SRSF2', 'SC-35', 'SC35', 'PR264', 'SFRS2A', 'SFRS2']	['serine and arginine rich splicing factor 2', 'SR splicing factor 2', 'splicing factor, arginine/serine-rich 2', 'serine/arginine-rich splicing factor 2']
HGNC:10786	['SRSF4', 'SRP75', 'SFRS4']	['serine and arginine rich splicing factor 4', 'SR splicing factor 4', 'splicing factor, arginine/serine-rich 4', 'serine/arginine-rich splicing factor 4']
HGNC:10788	['SRSF6', 'SRP55', 'B52', 'SFRS6']	['serine and arginine rich splicing factor 6', 'pre-mRNA splicing factor SRP55', 'SR splicing factor 6', 'splicing factor, arginine/serine-rich 6', 'serine/arginine-rich splicing factor 6']
HGNC:16988	['SRSF8', 'SRP46', 'SFRS2B']	['serine and arginine rich splicing factor 8', 'SR splicing factor 8', 'splicing factor, arginine/serine-rich 2B', 'serine/arginine-rich splicing factor 8']
HGNC:10792	['SRSF9P1', 'SFRS9P1']	['serine and arginine rich splicing factor 9 pseudogene 1', 'splicing factor, arginine/serine-rich 9 pseudogene 1', 'serine/arginine-rich splicing factor 9 pseudogene 1']
HGNC:31002	['SRSF10P1', 'HsT2687', 'FUSIP1P', 'SFRS13AP1']	['serine and arginine rich splicing factor 10 pseudogene 1', 'FUS interacting protein (serine/arginine-rich) 1 pseudogene', 'splicing factor, arginine/serine-rich 13A 1 pseudogene', 'serine/arginine-rich splicing factor 10 pseudogene 1']
HGNC:10782	['SRSF11', 'p54', 'NET2', 'SFRS11']	['serine and arginine rich splicing factor 11', 'SR splicing factor 11', 'splicing factor, arginine/serine-rich 11', 'serine/arginine-rich splicing factor 11']
HGNC:21220	['SRSF12', 'SRrp35', 'SFRS19', 'SFRS13B']	['serine and arginine rich splicing factor 12', 'splicing factor, arginine/serine-rich 19', 'SR splicing factor 12', 'splicing factor, arginine/serine-rich 13B', 'serine/arginine-rich splicing factor 12']
HGNC:11311	['SRY', 'TDF']	['sex determining region Y', 'testis-determining factor']
HGNC:15592	['SS18L1', 'KIAA0693', 'CREST']	['SS18L1, nBAF chromatin remodeling complex subunit', 'calcium-responsive transactivator', 'synovial sarcoma translocation gene on chromosome 18-like 1']
HGNC:44965	['SS18L2P1']	['SS18 like 2 pseudogene 1', 'synovial sarcoma translocation gene on chromosome 18-like 2 pseudogene 1']
HGNC:11315	['SSAV1L']	['entry withdrawn']
HGNC:11316	['SSB', 'LARP3', 'La', 'La/SSB']	['Sjogren syndrome antigen B', 'La ribonucleoprotein domain family, member 3', 'Lupus La protein', 'La autoantigen', 'Sjogren syndrome antigen B (autoantigen La)']
HGNC:15831	['SSBP2', 'HSPC116']	['single stranded DNA binding protein 2', 'single-stranded DNA-binding protein 2', 'single-stranded DNA binding protein 2']
HGNC:32328	['SSBP3-AS1', 'MSTP128', 'C1orf191']	['SSBP3 antisense RNA 1', 'chromosome 1 open reading frame 191']
HGNC:14461	['SSC4D', 'SRCRB-S4D', 'S4D-SRCRB', 'SRCRB4D']	['scavenger receptor cysteine rich family member with 4 domains', 'scavenger receptor cysteine-rich protein SRCRB-S4D', 'scavenger receptor cysteine rich domain containing, group B (4 domains)', 'scavenger receptor cysteine rich family, 4 domains']
HGNC:11319	['SSFA2', 'CS-1', 'SPAG13', 'KRAP', 'KIAA1927']	['sperm specific antigen 2', 'cleavage signal-1 protein', 'KRAS-induced actin-interacting protein', 'sperm associated antigen 13']
HGNC:30580	['SSH2', 'KIAA1725']	['slingshot protein phosphatase 2', 'slingshot homolog 2 (Drosophila)']
HGNC:29580	['SSMEM1', 'FLJ40316', 'C7orf45']	['serine rich single-pass membrane protein 1', 'chromosome 7 open reading frame 45']
HGNC:11322	['SSPN', 'SPN1', 'SPN2', 'KRAG']	['sarcospan', 'Kras oncogene-associated gene']
HGNC:11323	['SSR1', 'TRAPA']	['signal sequence receptor subunit 1', 'translocon-associated protein alpha', 'signal sequence receptor, alpha']
HGNC:39274	['SSR1P2']	['signal sequence receptor subunit 1 pseudogene 2', 'signal sequence receptor, alpha pseudogene 2']
HGNC:11325	['SSR3', 'TRAPG']	['signal sequence receptor subunit 3', 'translocon-associated protein gamma', 'signal sequence receptor, gamma (translocon-associated protein gamma)']
HGNC:23131	['SSR4P1', 'PRED90', 'MGC10960', 'PRED57', 'C21orf122']	['signal sequence receptor subunit 4 pseudogene 1', 'chromosome 21 open reading frame 122', 'signal sequence receptor, delta pseudogene 1']
HGNC:11328	['SSSCA1', 'p27']	"['Sjogren syndrome/scleroderma autoantigen 1', ""Sjogren's syndrome/scleroderma autoantigen 1""]"
HGNC:11329	['SST', 'SMST']	['somatostatin', 'somatostatin-14', 'somatostatin-28', 'prepro-somatostatin']
HGNC:11331	['SSTR2']	['somatostatin receptor 2']
HGNC:11333	['SSTR4']	['somatostatin receptor 4']
HGNC:26502	['SSTR5-AS1']	['SSTR5 antisense RNA 1', 'SSTR5 antisense RNA 1 (non-protein coding)']
HGNC:43620	['SSU72P1']	['SSU72 pseudogene 1', 'SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae) pseudogene 1']
HGNC:43622	['SSU72P3']	['SSU72 pseudogene 3', 'SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae) pseudogene 3']
HGNC:43624	['SSU72P5']	['SSU72 pseudogene 5', 'SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae) pseudogene 5']
HGNC:43626	['SSU72P7']	['SSU72 pseudogene 7', 'SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae) pseudogene 7']
HGNC:24809	['SSUH2', 'fls485', 'ssu-2', 'C3orf32']	['ssu-2 homolog (C. elegans)', 'chromosome 3 open reading frame 32']
HGNC:11336	['SSX2', 'HOM-MEL-40', 'HD21', 'MGC3884', 'MGC15364', 'MGC119055', 'CT5.2a', 'SSX']	['SSX family member 2', 'sarcoma, synovial, X-chromosome-related 2', 'synovial sarcoma, X breakpoint 2B', 'synovial sarcoma, X breakpoint 2, isoform b', 'cancer/testis antigen family 5, member 2a', 'synovial sarcoma, X breakpoint 2']
HGNC:16509	['SSX2IP', 'hMsd1']	['SSX family member 2 interacting protein', 'synovial sarcoma, X breakpoint 2 interacting protein']
HGNC:11338	['SSX4', 'CT5.4']	['SSX family member 4', 'synovial sarcoma, X breakpoint 4']
HGNC:11339	['SSX5']	['SSX family member 5', 'synovial sarcoma, X breakpoint 5']
HGNC:19653	['SSX7']	['SSX family member 7', 'synovial sarcoma, X breakpoint 7']
HGNC:19655	['SSX9', 'SSX9P']	['SSX family member 9, pseudogene', 'synovial sarcoma, X breakpoint 9', 'SSX family member 9']
HGNC:30640	['SSXP3', 'psiSSX3']	['SSX family pseudogene 3']
HGNC:30642	['SSXP5', 'psiSSX5']	['SSX family pseudogene 5']
HGNC:30644	['SSXP7', 'psiSSX7']	['SSX family pseudogene 7']
HGNC:30645	['SSXP9', 'psiSSX9']	['SSX family pseudogene 9']
HGNC:11347	['ST2']	['suppression of tumorigenicity 2']
HGNC:10862	['ST3GAL1', 'ST3O', 'SIATFL', 'ST3GalA.1', 'SIAT4A']	['ST3 beta-galactoside alpha-2,3-sialyltransferase 1', 'ST3Gal I', 'sialyltransferase 4A (beta-galactosidase alpha-2,3-sialytransferase)']
HGNC:10863	['ST3GAL2', 'ST3GALII', 'ST3GalA.2', 'SIAT4B']	['ST3 beta-galactoside alpha-2,3-sialyltransferase 2', 'sialyltransferase 4B (beta-galactosidase alpha-2,3-sialytransferase)']
HGNC:10864	['ST3GAL4', 'STZ', 'SAT3', 'FLJ11867', 'CGS23', 'SIAT4', 'NANTA3', 'SIAT4C']	['ST3 beta-galactoside alpha-2,3-sialyltransferase 4', 'ST3Gal IV', 'sialyltransferase 4C (beta-galactosidase alpha-2,3-sialytransferase)']
HGNC:10872	['ST3GAL5', 'ST3GalV', 'SIATGM3S', 'SIAT9']	['ST3 beta-galactoside alpha-2,3-sialyltransferase 5', 'sialyltransferase 9 (CMP-NeuAc:lactosylceramide alpha-2,3-sialyltransferase; GM3 synthase)']
HGNC:45175	['ST3GAL5P1']	['ST3 beta-galactoside alpha-2,3-sialyltransferase 5 pseudogene 1']
HGNC:40828	['ST3GAL6-AS1']	['ST3GAL6 antisense RNA 1', 'ST3GAL6 antisense RNA 1 (non-protein coding)']
HGNC:10860	['ST6GAL1', 'SIAT1']	['ST6 beta-galactoside alpha-2,6-sialyltransferase 1', 'ST6Gal I', 'sialyltransferase 1 (beta-galactoside alpha-2,6-sialytransferase)', 'ST6 beta-galactosamide alpha-2,6-sialyltranferase 1', 'ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1']
HGNC:41380	['ST6GAL2-IT1']	['ST6GAL2 intronic transcript 1', 'ST6GAL2 intronic transcript 1 (non-protein coding)']
HGNC:10867	['ST6GALNAC2', 'ST6GalNAII', 'STHM', 'SIAT7', 'SIAT7B', 'SIATL1']	['ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2', 'sialyltransferase 7 ((alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl galactosaminide alpha-2,6-sialyltransferase)', 'sialyltransferase-like 1', 'ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2', 'ST6 GalNAc alpha-2,6-sialyltransferase 2']
HGNC:19343	['ST6GALNAC3', 'SIAT7C']	['ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3', 'ST6GALNAC III', 'sialyltransferase 7 ((alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl galactosaminide alpha-2,6-sialyltransferase) C', 'ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3', 'ST6 GalNAc alpha-2,6-sialyltransferase 3']
HGNC:39660	['ST6GALNAC4P1']	['ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 pseudogene 1', 'ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 pseudogene 1', 'ST6 GalNAc alpha-2,6-sialyltransferase 4 pseudogene 1']
HGNC:23364	['ST6GALNAC6', 'ST6GALNACVI', 'SIAT7F']	['ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6', 'sialytransferase 7 ((alpha-N-acetylneuraminyl 2,3-betagalactosyl-1,3)-N-acetyl galactosaminide alpha-2,6-sialytransferase) F', 'ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6', 'ST6 GalNAc alpha-2,6-sialyltransferase 6']
HGNC:16000	['ST7-AS1', 'ST7AS1', 'ST7OT1']	['ST7 antisense RNA 1', 'ST7 overlapping transcript antisense 1', 'ST7 overlapping transcript 1 (antisense non-coding RNA)', 'ST7 overlapping transcript 1 (non-protein coding)', 'ST7 antisense RNA 1 (non-protein coding)']
HGNC:16045	['ST7-OT3', 'NCRNA00026', 'ST7OT3']	['ST7 overlapping transcript 3', 'non-protein coding RNA 26', 'ST7 overlapping transcript 3 (non-protein coding)']
HGNC:18441	['ST7L', 'FLJ20284', 'STLR', 'ST7R', 'FAM4B']	['suppression of tumorigenicity 7 like']
HGNC:10869	['ST8SIA1', 'SIAT8', 'SIAT8A']	['ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1', 'ST8Sia I', 'sialyltransferase 8 (alpha-N-acetylneuraminate: alpha-2,8-sialytransferase, GD3 synthase) A', 'ST8 alpha-N-acetylneuraminate alpha-2,8-sialyltransferase 1']
HGNC:14269	['ST8SIA3', 'SIAT8C']	['ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3', 'ST8Sia III', 'sialyltransferase 8C (alpha2,3Galbeta1,4GlcNAcalpha 2,8-sialyltransferase)', 'ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3', 'ST8 alpha-N-acetylneuraminate alpha-2,8-sialyltransferase 3']
HGNC:17827	['ST8SIA5', 'SIAT8E']	['ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5', 'ST8Sia V', 'sialyltransferase 8E (alpha-2, 8-polysialytransferase)', 'ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5', 'ST8 alpha-N-acetylneuraminate alpha-2,8-sialyltransferase 5']
HGNC:44880	['ST8SIA6-AS1']	['ST8SIA6 antisense RNA 1']
HGNC:11343	['ST13', 'SNC6', 'HSPABP1', 'HIP', 'P48', 'FAM10A1']	['suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)', 'progesterone receptor-associated p48 protein', 'suppression of tumorigenicity 13 (colon carcinoma) (Hsp70-interacting protein)']
HGNC:38716	['ST13P2']	['suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 2']
HGNC:18487	['ST13P4', 'FAM10A4P', 'FAM10A4']	['suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 4', 'family with sequence similarity 10, member A4 pseudogene']
HGNC:18557	['ST13P6', 'FAM10A6P', 'FAM10A6']	['suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 6', 'family with sequence similarity 10, member A6']
HGNC:38743	['ST13P8']	['suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 8']
HGNC:38745	['ST13P10']	['suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 10']
HGNC:38787	['ST13P12']	['suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 12']
HGNC:38849	['ST13P14']	['suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 14']
HGNC:38851	['ST13P16']	['suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 16']
HGNC:38861	['ST13P18']	['suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 18']
HGNC:38863	['ST13P20']	['suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 20']
HGNC:38865	['ST13P22']	['suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 22']
HGNC:11344	['ST14', 'SNC19', 'HAI', 'MT-SP1', 'TMPRSS14', 'PRSS14']	['suppression of tumorigenicity 14', 'epithin', 'matriptase', 'suppression of tumorigenicity 14 (colon carcinoma)']
HGNC:33520	['ST20', 'HCCS-1']	['suppressor of tumorigenicity 20']
HGNC:44655	['ST20-MTHFS']	['ST20-MTHFS readthrough']
HGNC:18629	['STAB2', 'DKFZP434E0321', 'FELL', 'STAB-2', 'HARE', 'FEEL-2', 'SCARH1']	['stabilin 2', 'hyaluronic acid receptor for endocytosis']
HGNC:23990	['STAC2', '24b2']	['SH3 and cysteine rich domain 2']
HGNC:11354	['STAG1', 'SA-1', 'SCC3A', 'SA1']	['stromal antigen 1']
HGNC:11356	['STAG3']	['stromal antigen 3']
HGNC:33886	['STAG3L2', 'MGC131759', 'STAG3L2P']	['stromal antigen 3-like 2 (pseudogene)', 'stromal antigen 3-like 2']
HGNC:33887	['STAG3L4', 'FLJ13195', 'STAG3L4P']	['stromal antigen 3-like 4 (pseudogene)', 'stromal antigen 3-like 4']
HGNC:48898	['STAG3L5P-PVRIG2P-PILRB']	['STAG3L5P-PVRIG2P-PILRB readthrough']
HGNC:49568	['STAM-AS1', 'locus3182']	['STAM antisense RNA 1 (head to head)', 'locus 3182']
HGNC:16950	['STAMBP', 'AMSH']	['STAM binding protein']
HGNC:24133	['STAP1', 'STAP-1', 'BRDG1']	['signal transducing adaptor family member 1', 'BCR downstream signaling 1']
HGNC:11359	['STAR', 'StAR', 'STARD1']	['steroidogenic acute regulatory protein', 'StAR related lipid transfer (START) domain containing 1', 'steroidogenic acute regulator']
HGNC:19169	['STARD3NL', 'MENTHO', 'MGC3251']	['STARD3 N-terminal like']
HGNC:44117	['STARD4-AS1']	['STARD4 antisense RNA 1', 'STARD4 antisense RNA 1 (non-protein coding)']
HGNC:18066	['STARD6']	['StAR related lipid transfer domain containing 6', 'START domain containing 6']
HGNC:40827	['STARD7-AS1']	['STARD7 antisense RNA 1']
HGNC:19162	['STARD9', 'KIAA1300', 'KIF16A']	['StAR related lipid transfer domain containing 9', 'START domain containing 9']
HGNC:39992	['STARD10-AS1']	['entry withdrawn']
HGNC:40873	['STARD13-AS', 'STARD13-AS2']	['STARD13 antisense RNA', 'STARD13 antisense RNA 2 (non-protein coding)', 'STARD13 antisense RNA 2']
HGNC:41453	['STARD13-IT1']	['STARD13 intronic transcript 1', 'STARD13 intronic transcript 1 (non-protein coding)']
HGNC:11362	['STAT1', 'STAT91', 'ISGF-3']	['signal transducer and activator of transcription 1', 'transcription factor ISGF-3 components p91/p84', 'signal transducer and activator of transcription 1, 91kD', 'signal transducer and activator of transcription 1, 91kDa']
HGNC:11364	['STAT3', 'APRF']	['signal transducer and activator of transcription 3', 'signal transducer and activator of transcription 3 (acute-phase response factor)']
HGNC:11366	['STAT5A', 'MGF', 'STAT5']	['signal transducer and activator of transcription 5A']
HGNC:11368	['STAT6', 'D12S1644', 'IL-4-STAT']	['signal transducer and activator of transcription 6', 'signal transducer and activator of transcription 6, interleukin-4 induced']
HGNC:11370	['STAU1', 'PPP1R150', 'STAU']	['staufen double-stranded RNA binding protein 1', 'protein phosphatase 1, regulatory subunit 150', 'staufen (Drosophila, RNA-binding protein)', 'staufen, RNA binding protein (Drosophila)', 'staufen, RNA binding protein, homolog 1 (Drosophila)']
HGNC:44101	['STAU2-AS1']	['STAU2 antisense RNA 1', 'STAU2 antisense RNA 1 (non-protein coding)']
HGNC:11373	['STC1', 'STC']	['stanniocalcin 1']
HGNC:11378	['STEAP1', 'PRSS24', 'STEAP']	['STEAP family member 1', 'six transmembrane epithelial antigen of the prostate', 'six transmembrane epithelial antigen of the prostate 1', 'STEAP1 metalloreductase']
HGNC:17885	['STEAP2', 'IPCA-1', 'STAMP1', 'STMP', 'PCANAP1']	['STEAP2 metalloreductase', 'prostate cancer associated protein 1', 'six transmembrane epithelial antigen of the prostate 2', 'STEAP family member 2, metalloreductase']
HGNC:24592	['STEAP3', 'TSAP6', 'dudlin-2', 'STMP3']	['STEAP3 metalloreductase', 'STEAP family member 3, metalloreductase']
HGNC:21923	['STEAP4', 'FLJ23153', 'TIARP', 'STAMP2', 'TNFAIP9']	['STEAP4 metalloreductase', 'tumor necrosis factor, alpha-induced protein 9', 'STEAP family member 4']
HGNC:10879	['STIL', 'MCPH7', 'SIL']	['SCL/TAL1 interrupting locus', 'TAL1 (SCL) interrupting locus']
HGNC:19205	['STIM2']	['stromal interaction molecule 2']
HGNC:49552	['STIP1P1']	['stress induced phosphoprotein 1 pseudogene 1']
HGNC:49554	['STIP1P3']	['stress induced phosphoprotein 1 pseudogene 3']
HGNC:11408	['STK4', 'MST1', 'KRS2', 'YSK3']	['serine/threonine kinase 4', 'mammalian sterile 20-like 1', 'yeast Ste20-like', 'kinase responsive to stress 2']
HGNC:11388	['STK10', 'LOK', 'PRO2729']	['serine/threonine kinase 10', 'lymphocyte-oriented kinase']
HGNC:19184	['STK11IP', 'LIP1', 'KIAA1898', 'LKB1IP', 'STK11IP1']	['serine/threonine kinase 11 interacting protein', 'LKB1 interacting protein']
HGNC:19283	['STK16P1', 'STK16P']	['serine/threonine kinase 16 pseudogene 1', 'serine/threonine kinase 16 pseudogene']
HGNC:11396	['STK17B', 'DRAK2']	['serine/threonine kinase 17b', 'death-associated protein kinase-related 2', 'serine/threonine kinase 17b (apoptosis-inducing)']
HGNC:21668	['STK19B', 'bPG116M5.10', 'RP2', 'STK19P']	['serine/threonine kinase 19B (pseudogene)', 'serine/threonine kinase 19 pseudogene']
HGNC:39935	['STK24-AS1']	['STK24 antisense RNA 1', 'STK24 antisense RNA 1 (non-protein coding)']
