	1
IGFLR1	126639
Mg-chelatase I subunit 1	126640
FRS-2	126641
BAM 1	126642
Nkef	126643
lipophorin	126644
PRL-like protein-A	126645
Growth Inhibitory Factor	126646
rpb5	126647
CEP90	126648
Actin-binding Rho activating protein	126649
CEP97	126650
Eukaryotic initiation factor 4E	126651
adipocyte determination and differentiation-dependent factor 1	126652
annexin A1 and elongation factor Tu	126653
amphoterin	126654
mir373	126655
BMP- 2/4	126656
SH2D5	126657
CASP-3 (cysteine-aspartic proteases-3	126658
miR-5693	126659
sdhA	126660
MAPH-1.1	126661
Per1,2,3	126662
glutathione S-transferase omega 1 and 2	126663
Cytochrome P450 3A5	126664
Cytochrome P450 3A4	126665
mus210	126666
NEURONAL CALCIUM SENSOR-1	126667
BOB1	126668
MITOGEN-ACTIVATED PROTEIN KINASE	126669
growth arrest and DNA-damage-inducible protein 45A	126670
arginine-vasopressin receptor 2	126671
rad6-1	126672
integrin alpha5	126673
MALDI-TOF	126674
transforming growth factor beta induced	126675
cyclin  -dependent kinase (CDK)  2	126676
STX13	126677
cytokine (heme oxygenase-1	126678
Oasl1	126679
Snr1	126680
Beta-catenin	126681
GhCESA8	126682
GIPC PDZ domain containing family, member 1	126683
IL17BR	126684
dj-1	126685
T cell Ig and mucin protein-3	126686
hCav1.2	126687
adrenomedullin	126688
serotonin 5-HT(2C) receptor	126689
Pcdh15	126690
Pmr-1	126691
hCDC47	126692
insulin, insulin-like growth factor-1 (IGF-1	126693
TAS2R) 8	126694
Pancreatic polypeptide	126695
PPP1R11	126696
heat shock protein A12B	126697
splicing factor 3b subunit 1	126698
far upstream element-binding protein 1	126699
Abp140	126700
Thrombin activatable fibrinolysis inhibitor	126701
MITOGEN-ACTIVATED PROTEIN KINASE6	126702
ADHFe1	126703
PAFR	126704
P1, P3 and NIa-Pro	126705
Trypsin Inhibitor	126706
hsa-mir-182	126707
rte1	126708
SHISA9	126709
nuclear factor I-C	126710
Edg4	126711
cop9	126712
Edg2	126713
VEGF, b-FGF	126714
Sept 10	126715
TIMM8B	126716
HMG-COA reductase	126717
enpp1	126718
CHOP-10	126719
Pax transactivation domain-interacting protein	126720
Atypical Protein Kinase C	126721
APO AI	126722
CdH5	126723
ferritin L chain	126724
BVVLS	126725
BET1	126726
membrane-associated interleukin 1 (IL-1	126727
Beta-B2-crystallin	126728
Nebulin	126729
AAV-VEGF	126730
TOS2	126731
Histone H2AX	126732
Ki-1	126733
FBXW8	126734
Toll-IL-1 receptor domain containing adaptor protein	126735
coagulation Factor V	126736
hsa-miR-601	126737
HNRNP C1/C2	126738
Smad3a and 3b	126739
FBXW2	126740
FBXW4	126741
hsa-miR-608	126742
FBXW6	126743
FBXW7	126744
CDCP1	126745
TGFBR2	126746
TGFBR1	126747
CDCP2	126748
E6-associated protein (E6AP	126749
KiSS-1	126750
IR and FAF	126751
plastid-encoded RNA polymerase	126752
chrm2	126753
phosphatase-1C	126754
Ubc4'	126755
CEF and VGF	126756
cyclooxygenase- (COX-) 2	126757
TOSO	126758
alpha1 and alpha5	126759
TWD1	126760
RAD6B	126761
Aquaporin 11	126762
heat shock 70 kDa protein 4-like	126763
CwC1	126764
ETFa	126765
TJP3	126766
APO A1	126767
TJP1	126768
nac019	126769
APO A5	126770
APO A4	126771
ZF 2 and 3	126772
Gpatch2	126773
gp120	126774
Niemann-Pick C1 Like 1	126775
Ki67, androgen receptor, phosphorylated androgen receptor	126776
Estrogen Receptor-alpha	126777
RNF38	126778
SNAP-1	126779
neurofibromatosis-1	126780
Rspo3	126781
Rspo2	126782
Rspo1	126783
SRRM2	126784
Interleukin-10	126785
sprouty2	126786
ERAP1 and 2	126787
miR-642	126788
E13	126789
E12	126790
E15	126791
E14	126792
DOA10	126793
E16	126794
C4A6	126795
Shugoshin1	126796
MAT 1A	126797
NF90	126798
C4A3	126799
TANK1 binding kinase 1	126800
monoamine oxidase   B	126801
ESS-1	126802
myosin phosphatase 1	126803
cIAP2 and nuclear factor-kappaB	126804
SOCS)2	126805
CCC2	126806
CCC1	126807
hsp-16.2	126808
phosphatidylinositol 3-Kinase Enhancer	126809
Golgi SNAP receptor complex 2 gene	126810
Indolamine 2,3-dioxygenase	126811
Hemeoxygenase-1	126812
CCC9	126813
M-calpain	126814
hMAD2	126815
hMAD1	126816
HNRNPR	126817
Hematopoietic Protein Tyrosine Phosphatase	126818
Akr1b8	126819
TOR1A	126820
NK1(R)	126821
Akr1b3	126822
Akr1b1	126823
Akr1b7	126824
Angiotensin-(1-7) receptor	126825
Arginase-1 and HepPar-1 IHC	126826
FRAS1-related extracellular matrix 1	126827
Bcl-rambo	126828
PDZRhoGEF	126829
Akt substrate 160	126830
MYD-88	126831
zF1	126832
DNL4p	126833
light chain	126834
insulin-like growth factor-II receptor	126835
KIAA0157	126836
HDA19	126837
E26 transformation specific-1	126838
E1c	126839
HDA14	126840
Interleukin-17	126841
UBE2	126842
Dynamin	126843
Receptor-associated-protein	126844
Forkhead Box J1	126845
nano	126846
sup-1	126847
neuroglial protein (NG)2	126848
HIF2alpha	126849
IFN-y-induced protein-10	126850
RNF34	126851
slc6a13	126852
MOPr	126853
WIBG	126854
Serp1	126855
CD56brightCD16	126856
E1A	126857
Caspase 12	126858
Caspase 10	126859
ALC1	126860
Receptor activator of nuclear factor kappa B ligand	126861
GLUTAMATE-1-SEMIALDEHYDE 2, 1-AMINOMUTASE 2	126862
Pregnancy-associated plasma protein A	126863
mir-183	126864
glycoprotein 100	126865
Protein Tyrosine Kinase 2	126866
HUMARA	126867
semaphorin) 6D	126868
fancg	126869
slc6a12	126870
HLA- B	126871
zinc finger protein Kox 29	126872
ddit3	126873
NIL-16	126874
FANCD2-mUb	126875
hrG	126876
exostosin 1	126877
Rian	126878
Astrocyte elevated gene 1	126879
bip1	126880
Tfec	126881
hypoxia inducible factor-1 a	126882
B56a	126883
proliferating cellular nuclear antigen	126884
PDHK1, 2, and 3	126885
amyloid-b precursor protein	126886
cyclooxygenase2	126887
mce4A	126888
Achaete-scute homolog-1	126889
IFN)-a, -b and -y	126890
growth arrest and DNA damage inducible protein 153	126891
CIRCADIAN CLOCK ASSOCIATED 1	126892
Dec1	126893
Dec2	126894
poly (ADP-ribose) polymerase (PARP) 1	126895
Ppp2Cb	126896
Na(+)/I(-) symporter	126897
MMP 2 and 9	126898
Hox3	126899
sphingosine-1-phosphate (S1P	126900
germinal center-associated lymphoma	126901
Can1	126902
KLOTHO	126903
NRAGE	126904
FAPalpha	126905
B=-0.723	126906
Prl1	126907
Calpain	126908
transforming growth factor-b1 and vascular endothelial growth factor-A	126909
PIF3, 4, and 5	126910
CAR) and 2	126911
sterol O-acyltransferase 2	126912
dPSR	126913
mir-488	126914
mir-485	126915
mir-486	126916
CBA-interleukin-3	126917
vesicle-associated membrane protein 3	126918
c-ErbB2	126919
Ire1	126920
vesicle-associated membrane protein 2	126921
extended-spectrum-b-lactamases	126922
Tfe3	126923
Matrix metalloproteinases-9	126924
NHERF-2	126925
dPGAM5	126926
muscle FBPase	126927
extended-spectrum-b-lactamase	126928
GBF	126929
smf-3	126930
IFN)a	126931
RANK-ligand	126932
Lzap	126933
PNRC1	126934
PNRC2	126935
Hepatocyte growth factor/scatter factor	126936
GNAO1	126937
Krt1-19	126938
Ubiquitin C-terminal hydrolase L1	126939
SIGNIFICANCE: CD137 (4-1BB	126940
Gpdh	126941
MCPT-1	126942
CB-1	126943
CB-2	126944
GBR	126945
tumor necrosis factor superfamily member 4	126946
GBP	126947
Apo B48	126948
ribosomal protein L10	126949
S100A8/A9	126950
IFN)y	126951
t=0.881	126952
Gpdx	126953
Cyclin Dependent Kinase 6	126954
mannosephosphate isomerase	126955
Senescence marker protein-30	126956
c2orf68	126957
CASP 9	126958
carboxylesterase 1e	126959
Toll  -like receptor (TLR)-4	126960
CASP 3	126961
CASP 2	126962
Ferric Reducing Ability of Plasma	126963
insulin (or insulin-like growth factor-I	126964
Gng7	126965
Aspartyl-(asparaginyl)-b-hydroxylase	126966
Gng2	126967
BMI1 polycomb ring finger oncogene	126968
RAB27a	126969
interleukin(IL)-22	126970
TMEM70	126971
TMEM71	126972
PP-13 and free b-hCG	126973
TMEM74	126974
Mel1b	126975
hVPS41	126976
Secreted stress-inducible phosphoprotein 1	126977
Mel1c	126978
proline-rich protein 11	126979
HNF1A- and 9	126980
COMMD5	126981
thioredoxin interacting protein	126982
VEGF (AAV-VEGF	126983
malonyl-CoA:ACP transacylase	126984
differentiation-stimulating factor	126985
Bone morphogenetic proteins-2	126986
Gpd2	126987
Guanylate-kinase-associated protein	126988
ZFAT	126989
NUR77	126990
RALGAPA1	126991
glyceraldehyde  -3  -phosphate dehydrogenase	126992
a disintegrin and metalloproteinase 28	126993
mTGF-beta	126994
Kirsten RAS	126995
ZNF615	126996
pch2	126997
Glypican-4	126998
complex I class related (MIC)-A	126999
Roc1/2	127000
ZNF618	127001
early pregnancy factor	127002
AtAMP1	127003
pro-matrix metalloproteinases (MMP)-2	127004
Man1b1	127005
i-kBa	127006
TRAP-1-like protein	127007
Rim15p	127008
-B2	127009
GB1	127010
EDDM3A	127011
trypsin-inhibitor	127012
Matrix metalloproteinases (MMP) 2 and 9	127013
EDDM3B	127014
Myosin Ia	127015
Rh4, transient receptor potential, and Na(+)K(+)-ATPase	127016
pyruvate kinase muscle isoform-2	127017
p125	127018
lipopolysaccharide-induced tumor necrosis-a factor	127019
serine protease inhibitor Kazal 1 gene	127020
RNA-binding motif 5	127021
stearoyl CoA desaturase	127022
p120	127023
caudal-related homeobox 2	127024
MSRB1	127025
tumor necrosis factor receptor (sTNFR)1, granulocyte macrophage colony-stimulating factor, and IL-1 receptor antagonist	127026
MSRB3	127027
sarcolemmal membrane-associated protein	127028
Resolvin  D1 and E1	127029
AtGRP7	127030
Leu 16	127031
myocardin-related transcription factor A	127032
a disintegrin and metalloproteinase 22	127033
24p3 receptor	127034
myocardin-related transcription factor B	127035
UBC-18-ARI-1	127036
aldehyde dehydrogenases 3B2	127037
Glial Cell Derived Neurotrophic Factor	127038
TNF and NO	127039
cytotoxic T-lymphocyte-associated protein 4	127040
BRZ1	127041
Sox  -2	127042
phospholipase C-related inactive protein	127043
FancL	127044
Ac-3	127045
Cef1p	127046
Serpin B3	127047
interleukin-3, and -6	127048
Patz	127049
Serpin B5	127050
mPGES1	127051
Coiled-coil domain containing 80	127052
Serpin B9	127053
Heat Shock Protein 47	127054
hnRNP-K	127055
VIP receptor-1	127056
SNORD50A	127057
F-18 FDG PET/CT	127058
glyceraldehyde-3 phosphate dehydrogenase	127059
SNORD50B	127060
Rab3B	127061
cysteine-rich secretory protein 3	127062
CSF glucose, CSF/plasma glucose ratio and CSF	127063
hnRNP-I	127064
c-RET	127065
Piwi-like protein 2	127066
c-REL	127067
cysteine-rich secretory protein 1	127068
hZP3a	127069
procollagen C-proteinase enhancer-1	127070
pepck	127071
lrx1	127072
pTh	127073
FSCN2	127074
EXOCSYT SUBUNIT 70A1	127075
Mitogen-Activated Protein Kinase 14	127076
MALDI-MSI	127077
mab-3	127078
CPSase	127079
thioredoxin h5	127080
Homeodomain-interacting protein kinase-2	127081
mab-5	127082
AtGAPA	127083
HO-1 and Caspase-3	127084
P27kip1	127085
Yeh1p	127086
Junctophilin 1 and 2	127087
thiamine pyrophosphokinase-1	127088
MMP-2/-7	127089
vascular cell adhesion marker-1	127090
MMP-2/-9	127091
beta(3)-adrenoceptor	127092
JAZ4	127093
fork head box p3	127094
claudin11	127095
Ppar	127096
cluster of differentiation (CD)-14	127097
myristoylated alanine-rich C-kinase substrate (MARCKS	127098
VARP	127099
yCAL1	127100
protein phosphatase-1	127101
t=-2.463	127102
Il23R	127103
SMCR8	127104
IkB	127105
miR-372	127106
SnRK2.6	127107
Protein kinase C delta	127108
IL-lalpha, and tumor necrosis factor-alpha	127109
P27(kip1)	127110
multidrug resistance-associated protein1	127111
glutathione-S-transferase	127112
Topoisomerase II	127113
mdmx	127114
Rfa1	127115
PKIG	127116
SnRK2.3	127117
isocitrate dehydrogenase (IDH) 1	127118
ataxia telangiectasia-mutated and Rad3-related	127119
R1 andR2	127120
IL-25/IL-33	127121
Ganoderic acid A	127122
ZINC FINGER PROTEIN2	127123
LYS20	127124
Ikb	127125
ScN2a	127126
autophagy-related gene 16L1	127127
Dynamin-related protein1	127128
guanine nucleotide binding protein 3	127129
Ganoderic acid T	127130
neurokinin 1-R	127131
PLAG1	127132
POLD1	127133
Thymus and activation-regulated chemokine	127134
set domain-containing protein 8	127135
miR-205-3P	127136
M 1/70, LM 2/1	127137
inositol   requiring protein 1	127138
Leucine-Rich Repeat Kinase 2	127139
SPRY1/2	127140
NIFs	127141
CA2a	127142
C-1 _ 4 or C-4	127143
monoglyceride lipase 1	127144
gln3	127145
Ufd2a	127146
FSH-beta	127147
rdh1	127148
synapse-associated protein-97	127149
RANK L	127150
sphingosine-1-phosphate phosphatases 1 and 2	127151
wingless-type MMTV integration site family, member 3A	127152
VAR1	127153
miR-205-3p	127154
VAR2	127155
interferon gamma, IL-13, tumor necrosis factor beta	127156
Hmgb2	127157
Hmgb1	127158
hypoxanthine:guanine phosphoribosyltransferase	127159
Sparcl1	127160
pecanex	127161
C2ORF80	127162
brain-derived neurophic factor	127163
5-hydroxytryptamine6 receptor	127164
hGRF 1	127165
RDH11	127166
RDH12	127167
RDH13	127168
cluster of differentiation (CD)-10	127169
LXR-a	127170
LXR-b	127171
"CHT1"""	127172
Eukaryotic Translation Initiation Factor 4E Binding Protein 1	127173
Vascular-Adhesion-protein -1	127174
Clec10a	127175
K3-SPG	127176
BMP]-2 and -7, transforming growth factor-b1	127177
H5-WT	127178
MGARP	127179
CRY1/2	127180
lysyloxidase-like 1	127181
Pcdh15(av3J	127182
thyroid hormone receptor a1	127183
fat-7	127184
interferon-induced transmembrane protein  1	127185
oxa-1(RNAi)	127186
Sp110	127187
PC-3): (R)-4	127188
ADIPOCYTE-FATTY ACID BINDING PROTEIN	127189
Arkadia	127190
RRM-1	127191
Cd38	127192
Cd39	127193
ARR6	127194
OATP1A2	127195
5HTTLPR	127196
IL12p35	127197
NALCN	127198
Cd31	127199
tyrosinase, and tyrosinase-related protein 1 and 2	127200
Cd33	127201
Cd34	127202
Rpc82/34/31	127203
Cd36	127204
Cd37	127205
receptor tyrosine phosphatase b	127206
GAPLINC	127207
Microtubule-associated protein 1 small form	127208
y=-0.058	127209
Mta1	127210
Mta2	127211
HSP/70	127212
regulator of G-protein signalling 4	127213
regulator of G-protein signalling 5	127214
E2 and transforming growth factor beta 1	127215
Cyr61	127216
heat shock-related 70 kDa protein 2	127217
PR A/B	127218
TDRD3	127219
tenascin C	127220
TDRD1	127221
Ephb3	127222
TDRD7	127223
TDRD6	127224
TDRD4	127225
phosphatidylinositol 4 kinaseb	127226
JAK 2	127227
JAK 1	127228
PM-ScL	127229
Urokinase-type plasminogen activator	127230
steroid 5 alpha-reductase type 2	127231
Hematopoietic prostaglandin D synthase	127232
sestrin-2	127233
PD-1 and NGF-R/CD271	127234
cytidine monophosphate kinase 2	127235
Slc6a3	127236
importin 13	127237
Slc6a1	127238
bilirubin, and transforming growth factor-alpha	127239
MBTPS2	127240
Phosholipase A2	127241
Slc6a5	127242
MBTPS1	127243
Her-2/neu, topoisomerase IIa, or estrogen receptor	127244
Ulk-1	127245
Slc6a9	127246
Slc6a8	127247
catenin alpha2	127248
skp1a	127249
PTB3	127250
CO-I	127251
NOVA1/2	127252
D-Raf	127253
SAM-P/6	127254
hypoxia-inducible factors (HIF)-1a	127255
Lgals4	127256
lysosome-associated membrane protein-1/HIV-1 Gag	127257
Mtap	127258
Cd3e	127259
clec-61	127260
clec-60	127261
Signaling lymphocytic activation molecule	127262
porcine myelin basic protein	127263
Micro RNA 34a	127264
HOX-B7	127265
Gamma Glutamyl Transferase	127266
CXC-Chemokine Ligand 10	127267
fms-related tyrosine kinase 3	127268
transmembrane thioredoxin-related protein	127269
fms-related tyrosine kinase 1	127270
CD150	127271
CD151	127272
Nore1A	127273
CD153	127274
CD154	127275
CD155	127276
Matrix metalloproteinase-2 and -13	127277
CD157	127278
Na(+)/H(+) exchanger type-1	127279
endogenous retrovirus group FRD, member 1	127280
Prostein	127281
hEAG1	127282
IL-6 and 3	127283
TLR8a	127284
Triad3	127285
Triad1	127286
DENND1A.V2	127287
vs.124.9	127288
ltb4dh	127289
path	127290
sphingosine kinase-1 and phosphorylated Akt	127291
mrl1	127292
collapsin response-mediator protein 2	127293
ZEB 1	127294
PIKfyve, a class III PI kinase	127295
tuberous sclerosis-1	127296
Nore1a	127297
cartilage-associated protein	127298
Colony-stimulating factor-1 receptor	127299
b2microglobulin	127300
apo A-I and HDL and apo B	127301
nucleotide-binding oligomerization domain-containing protein 1/2	127302
MFSD2	127303
Cyp2c/2	127304
TET)1	127305
medium-chain acyl-CoA dehydrogenase	127306
INS2	127307
bone morphogenetic protein  (BMP)-2 and  -4	127308
neurokinin 2 receptor	127309
ABSCISIC ACID-INSENSITIVE MUTANT 5	127310
hypoxia inducing factor (HIF)-1a	127311
Gold Standards Framework (GSF))	127312
Ids2	127313
G-6-PD	127314
glycogen synthase kinase-3	127315
Ephb4	127316
HepPar1-/albumin	127317
UT-R	127318
TLK2	127319
Bhlhe40	127320
Bhlhe41	127321
USP54	127322
IL-2 receptor b subunit	127323
USP52	127324
USP50	127325
USP51	127326
Protein kinase C-related kinase 1 and 2	127327
Receptor activator of nuclear factor kappa-B	127328
olfactory coreceptor	127329
liposomal hypocrellin B	127330
Mn SOD	127331
RDR2	127332
B=-0.089	127333
RDR6	127334
4-1BBL	127335
miR-15a	127336
Ppa1	127337
Special AT-Rich Sequence-Binding Protein 1	127338
high temperature requirement factor A	127339
B-raf	127340
big dynorphin	127341
thymic stromal lymphopoietin (TSLP) receptor	127342
CBP-1	127343
MK16	127344
Acidic Mammalian Chitinase	127345
colony stimulating factor	127346
hFOXA2	127347
Holliday junction recognition protein	127348
Insulin-like-growth factor (IGF)-II	127349
SHKBP1	127350
SNAT4	127351
STR+RIF 7/7	127352
PRSS)1	127353
rhBMP-2/ ACS	127354
myotubularin 1	127355
p450f and P450g	127356
CACNB3	127357
CACNB2	127358
CACNB1	127359
Huntingtin associated protein 1	127360
cytosolic phospholipase-A2	127361
Caspase-2L and -2	127362
CACNB4	127363
B-cell leukaemia/lymphoma-2	127364
alpha 2(V)	127365
Cytochrome P450 (CYP) 1A2	127366
pKP2	127367
pKP1	127368
Polycomb group ring finger 2	127369
associated speck-like protein	127370
ceruloplasmin ferroxidase	127371
microtubule-associated protein 2, and h beta 4	127372
XIAP or A20	127373
FCE	127374
interferon-induced transmembrane protein  3	127375
DREB26	127376
Aldoketoreductase 1B10	127377
dehydrodolichol diphosphate synthase	127378
mNeil3	127379
IL12A-AS1	127380
Multidrug Resistance Protein-4	127381
Atcesa1	127382
Rab	127383
Mfn1/2	127384
small ubiquitin-like modifier protein-1	127385
Porimin	127386
Polo Kinase	127387
E1 and forskolin	127388
Smtnl1	127389
cholecystokinin- or cholecystokinin- and tyrosine 3-hydroxylase-like	127390
Muscleblind-like proteins	127391
B3GALNT2	127392
B3GALNT1	127393
insulin (I(F)	127394
Igf2a	127395
TACC1	127396
TACC2	127397
Igf2b	127398
JDP2	127399
caspase-1, -6, and -8	127400
CGRP 1	127401
IFN-a17	127402
uncoupling protein (UCP)-1	127403
Ago3	127404
Irx5	127405
Irx4	127406
Irx7	127407
Igf2r	127408
Irx1	127409
Irx3	127410
Irx2	127411
MKI67	127412
MCI/MI 100 p	127413
post-meiotic segregation (PMS) 2	127414
Azgp1	127415
C1Inh	127416
"caspase-5 and ""absent in melanoma 2"""	127417
pkd1	127418
prefrontal cortex (PFC))	127419
Ad-HER2-ECD	127420
Kif18a	127421
GNAT1	127422
Trp-5	127423
GNAT3	127424
GNAT2	127425
hUBLCP1	127426
Trp-1	127427
Trp-2	127428
Galnt3	127429
T2,CSF	127430
angiopoietin-1, transforming growth factor-b1	127431
At5g53970	127432
FGF4/8/10	127433
Xpot	127434
PP2A-B56/B	127435
Coa2	127436
TREK-2	127437
DNMT3A/B	127438
Nup-98	127439
p130cas	127440
Rgp1p	127441
MOPR	127442
chemokine (C-C motif) ligand-2	127443
chemokine (C-C motif) ligand-5	127444
ADRM1	127445
NLGN3/4	127446
vim1/2/3	127447
Pgk-1	127448
Secreted frizzled-related protein-4	127449
Secreted frizzled-related protein-5	127450
IL 4 receptor	127451
miR-136*	127452
cofilin  1	127453
Secreted frizzled-related protein-1	127454
BELL 1	127455
as C	127456
tgfb	127457
cirp	127458
IL-3- and IFN-gamma-induced class II MHC Ag	127459
hALOX5	127460
Aurora-a	127461
capsaicin receptor (transient receptor potential cation channel, subfamily V, member 1	127462
IL-1R-associated kinase (IRAK)-M	127463
serpin29	127464
Stil	127465
DNMT3A/3	127466
PKC-betaII	127467
dGIPC	127468
Na(+)-Cl(-) cotransporter, and the Na(+) channel-H(+)-ATPase	127469
Xpo1	127470
Protein Kinase C a	127471
CYE-1	127472
apo B,E receptor, apo E-3	127473
Xpo5	127474
Xpo4	127475
(A, A-1, and B	127476
TBA-9	127477
Myoclonin1	127478
hemoglobin A1c, fasting insulin, IL-6	127479
cyclic adenosine monophosphate-response element binding protein	127480
Aurora-B	127481
Aurora-A	127482
C-PD	127483
GP88	127484
T1, GST M1	127485
G-protein coupled receptor	127486
intrinsic factor	127487
Transferrin Receptor 1	127488
Cyclin-dependent kinase	127489
protocadherin 15	127490
Angiotensin-converting enzyme 2	127491
Angiotensin-converting enzyme 3	127492
mucin (MUC) 5AC	127493
importin-4, -5, -7, -8, -9, -11, and -13	127494
CTTNBP2	127495
retinoid X receptor-gamma	127496
let-7-C	127497
Bcl-1	127498
RAS2	127499
swi/snf-related, matrix-associated, actin-dependent regulator of chromatin, subfamily a-like 1	127500
RAS1	127501
Co(II)(Himid)2	127502
nags	127503
serum amyloid alpha-1	127504
Interleukin- (IL-) 33	127505
FUS 1	127506
FIM3	127507
nucleoside diphosphate (NDP) kinase A	127508
Interleukin- (IL-) 37	127509
Cup-To-Disc Ratio	127510
Crip1	127511
Interleukin- (IL-) 38	127512
MTORC1 and 2	127513
Sec61p	127514
CRT, 2	127515
E2, E3 y E4	127516
octamer-1	127517
fog	127518
apoA-Iwt	127519
NPRS-FPS	127520
octamer-4	127521
B3GALTL	127522
Extradenticle	127523
Low-density lipoprotein (LDL) receptor-related protein 1B	127524
CLA1	127525
Sec61b	127526
Glucose-regulated protein-78	127527
PLEXIN D1	127528
Sec61a	127529
B3GALT4	127530
B3GALT5	127531
B3GALT6	127532
miR  -328	127533
BB3+ and delta-TCS1	127534
B3GALT1	127535
P-450-B	127536
hAPP(J20	127537
cadherin-5	127538
cadherin-4	127539
hip, 6	127540
Tacc3	127541
cadherin-1	127542
miR  -326	127543
E1(E2)-9	127544
cadherin-2	127545
liver X receptor-a	127546
STK1	127547
STK3	127548
gp78	127549
STK6	127550
Obp56a	127551
STK9	127552
fused-in-sarcoma protein	127553
UGPase	127554
gp70	127555
SRL and TAC	127556
a-SMA) and transforming growth factor beta-1(TGF-b1	127557
Trefoil factor 2	127558
Tumor necrosis factor (TNF)-alpha-induced protein 8	127559
RASL	127560
Trefoil factor 1	127561
25OHD-1 alpha-hydroxylase	127562
P[8]	127563
Parvin	127564
FIP1-like-1	127565
arginine vasopressin (AVP))	127566
cytotoxic serine protease-B	127567
c-IAP) 1 and 2	127568
intercellular adhesion molecule  -1	127569
poly(A)-binding protein nuclear 1	127570
glutathione-insulin transhydrogenase	127571
potassium channel tetramerization domain-containing 10	127572
fused in sarcoma protein	127573
v-rel reticuloendotheliosis viral oncogene homolog A	127574
psc1	127575
Slit-1/2	127576
miR-627	127577
Scgn	127578
Cardiotrophin-like cytokine factor 1	127579
vascular-cell adhesion molecule (VCAM)-1	127580
HCA 1	127581
Apo AI	127582
il-13	127583
IL4R	127584
Blbp	127585
receptor y coactivator (PGC)  -1a	127586
carnitine palmitoyl transferase-1	127587
S-allyl mercaptocysteine	127588
YUCCA	127589
LINC00923	127590
Stromal Interacting Molecule 1	127591
p/CAF	127592
Interleukin-1 receptor-associated kinase 3	127593
ANKS6	127594
miR-548a-1	127595
"enkephalinase"""	127596
aRR  =  1	127597
Hypoxia-inducible factors 1a and 2a	127598
Tap-1	127599
Valpha14	127600
rapsyn	127601
pro-MMP9	127602
selenium-binding protein 1	127603
GUCY2C	127604
GUCY2D	127605
GUCY2E	127606
GUCY2F	127607
SENP8	127608
SENP7	127609
SENP6	127610
SENP5	127611
medium-tumor necrosis factor a	127612
SENP3	127613
Scg2	127614
Scg1	127615
SAMM50	127616
eaf1	127617
Ckb8-1/myeloid progenitor inhibitory factor 1	127618
Mox	127619
gastrin receptor	127620
ts11	127621
Ast-IL-6 KO	127622
Zonula occludens (ZO)  -1	127623
Tubgcp3	127624
Monopolar spindle 1	127625
INa	127626
NR 2 B	127627
K14-CAP1	127628
Apo A2	127629
Apo A1	127630
Human epididymis protein 4	127631
Apo A5	127632
Apo A4	127633
IGFBP-4 and 5	127634
KIAA1949	127635
INV	127636
Microtubule-associated protein 1S	127637
Ago1/2	127638
Astrocyte Elevated Gene-1	127639
INS	127640
Intercellular Adhesion Molecule-1	127641
BHLHE40	127642
Src(E378G	127643
INH	127644
Sel10	127645
anti-carbonic anhydrase IX	127646
INK	127647
GFPT1	127648
INF	127649
miR-155	127650
INA	127651
Microtubule-associated protein 1A	127652
MAC30	127653
SEPT9e-ABL1	127654
PANC-1	127655
early B-cell factor	127656
Myristoylated Alanine Rich C-Kinase Substrate	127657
SLC2A14	127658
MT-RNR1	127659
SLC2A12	127660
SLC2A11	127661
B-rapidly accelerated fibrosarcoma	127662
PP T	127663
GAD(65	127664
miR-7977	127665
Cps25	127666
proto-oncogene, c-erbB2	127667
Secretory Pathway Ca2+-ATPase 1	127668
serine protease inhibitor E2	127669
Nuclear receptor coactivator-6	127670
SAR1	127671
death-associated protein kinase (DAPK)3	127672
Resistin-like molecule a	127673
creatine kinase BB	127674
emf1	127675
repressor	127676
Bdf1p	127677
Farnesoic acid O-methyl transferase	127678
P<5   10	127679
Phospho-Tau/Tau, Phospho-Akt/Akt	127680
uroporphyrinogen III synthase	127681
Fancj	127682
transferrin receptors 1 and 2	127683
Rar	127684
PATHOGENESIS-RELATED GENE1	127685
serotonin transporters	127686
nuclear factor-erythroid 2-related factor-2	127687
LCOR	127688
Art1p	127689
Ubiquitin-like, containing PHD and RING finger domains 1	127690
galectin-3 and -8	127691
uvsX	127692
CD 1	127693
fgfr4	127694
TEB4	127695
miR570	127696
ovulation rate	127697
GSG2	127698
GSG1	127699
CLCN5	127700
CD 3	127701
nucleosome assembly protein-2	127702
Y2 Receptor	127703
ZmEXPA1	127704
ITI-HC3	127705
CD 2	127706
DIPEPTIDYL PEPTIDASE-4	127707
adiponectin receptor-1	127708
transient receptor potential vanilloid type 1	127709
adiponectin receptor-2	127710
Nucleomethylin	127711
A disintegrin and metalloproteinase 3	127712
CD 4	127713
P      -4	127714
SARI	127715
sez-6	127716
Ak alpha	127717
SARM	127718
Mog	127719
SARA	127720
CBP, a histone acetyltransferase	127721
mbf1	127722
TGF-b-activated kinase 1 (TAK1)-binding protein 1	127723
DNA methyltransferases (DNMT) 3A and 3B	127724
CD 9	127725
P34H	127726
mir-23b	127727
IL-4-induced gene 1	127728
Dcp2p	127729
Pc 4	127730
I kappaB alpha	127731
Caveolin-3	127732
Caveolin-1	127733
Mfrn2	127734
CD 20	127735
EDG4	127736
Mfrn1	127737
EDG2	127738
miR195	127739
Nd1	127740
EDG1	127741
metabotropic glutamate receptor 6	127742
b-Adrenergic receptors	127743
metabotropic glutamate receptor 5	127744
UGT2B4	127745
SEL-E	127746
